,uri,url,id,asset_id,source,published_date,updated,section,subsection,nytdsection,adx_keywords,column,byline,type,title,abstract,des_facet,org_facet,per_facet,geo_facet,media,eta_id
0,nyt://article/0c53a478-7276-5fe7-abb7-e9272ed0f06b,https://www.nytimes.com/2020/04/11/us/politics/coronavirus-trump-response.html,100000007082117,100000007082117,New York Times,2020-04-11,2020-04-13 20:30:51,U.S.,Politics,u.s.,"Coronavirus (2019-nCoV);United States Politics and Government;United States Economy;United States International Relations;Presidential Election of 2020;Shutdowns (Institutional);Quarantines;Travel Warnings;Trump, Donald J;Azar, Alex M II;Birx, Deborah L;Fauci, Anthony S;Mnuchin, Steven T;Navarro, Peter;O'Brien, Robert C (1952- );Pence, Mike;Pottinger, Matthew;Redfield, Robert R;Centers for Disease Control and Prevention;National Institutes of Health;National Security Council;Health and Human Services Department;China",,"By Eric Lipton, David E. Sanger, Maggie Haberman, Michael D. Shear, Mark Mazzetti and Julian E. Barnes",Article,He Could Have Seen What Was Coming: Behind Trump’s Failure on the Virus,"An examination reveals the president was warned about the potential for a pandemic but that internal divisions, lack of planning and his faith in his own instincts led to a halting response.","['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'United States Economy', 'United States International Relations', 'Presidential Election of 2020', 'Shutdowns (Institutional)', 'Quarantines', 'Travel Warnings']","['Centers for Disease Control and Prevention', 'National Institutes of Health', 'National Security Council', 'Health and Human Services Department']","['Trump, Donald J', 'Azar, Alex M II', 'Birx, Deborah L', 'Fauci, Anthony S', 'Mnuchin, Steven T', 'Navarro, Peter', ""O'Brien, Robert C (1952- )"", 'Pence, Mike', 'Pottinger, Matthew', 'Redfield, Robert R']",['China'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'President Trump has repeatedly said that no one could have seen the effects of the coronavirus coming.', 'copyright': 'Al Drago for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/05/11/us/politics/11dc-virus-reconstruct-hp/11dc-virus-reconstruct-hp-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/05/11/us/politics/11dc-virus-reconstruct-hp/11dc-virus-reconstruct-hp-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/05/11/us/politics/11dc-virus-reconstruct-hp/11dc-virus-reconstruct-hp-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
1,nyt://article/a6babdf9-9d97-534b-8a71-292c6ba2298f,https://www.nytimes.com/2020/04/08/us/politics/bernie-sanders-drops-out.html,100000007027237,100000007027237,New York Times,2020-04-08,2020-04-09 08:52:52,U.S.,Politics,u.s.,"Primaries and Caucuses;Presidential Election of 2020;United States Politics and Government;Sanders, Bernard;Biden, Joseph R Jr;Democratic Party",,By Sydney Ember,Article,Bernie Sanders Drops Out of 2020 Democratic Race for President,"Mr. Sanders, a democratic socialist making his second run for the White House, withdrew after a series of losses to Joseph R. Biden Jr., who emerges as the presumptive nominee for the general election.","['Primaries and Caucuses', 'Presidential Election of 2020', 'United States Politics and Government']",['Democratic Party'],"['Sanders, Bernard', 'Biden, Joseph R Jr']",[],[],0
2,nyt://article/aa39e237-9a2b-5ced-a61d-952671d19514,https://www.nytimes.com/2020/04/05/style/coronavirus-honeymoon-stranded.html,100000007065951,100000007065951,New York Times,2020-04-05,2020-04-06 16:09:38,Style,,style,Travel and Vacations;Airlines and Airplanes;Travel Warnings;Coronavirus (2019-nCoV);Honeymoons;your-feed-selfcare;Maldives;South Africa,,By David Zweig,Article,They Were the Last Couple in Paradise. Now They’re Stranded.,"They were surrounded by a fleet of staff, who were stranded themselves, trapped in an eternal honeymoon in the Maldives. Their adventure continues.","['Travel and Vacations', 'Airlines and Airplanes', 'Travel Warnings', 'Coronavirus (2019-nCoV)', 'Honeymoons', 'your-feed-selfcare']",[],[],"['Maldives', 'South Africa']","[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': '', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/02/style/03VIRUS-HONEYMOON3/03VIRUS-HONEYMOON3-thumbStandard-v2.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/02/style/03VIRUS-HONEYMOON3/03VIRUS-HONEYMOON3-mediumThreeByTwo210-v2.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/02/style/03VIRUS-HONEYMOON3/03VIRUS-HONEYMOON3-mediumThreeByTwo440-v2.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
3,nyt://article/bb708544-051e-5fcb-bfed-a373c02e4e4f,https://www.nytimes.com/2020/04/10/us/coronavirus-live-updates.html,100000007081169,100000007081169,New York Times,2020-04-10,2020-04-11 12:08:56,U.S.,,u.s.,Coronavirus (2019-nCoV),,,Article,Trump Says Countries Must Accept Deportees or Lose Visas,The U.S. says that lifting stay-at-home rules too soon could result in a spike in infections. Apple and Google are working on a cellphone feature to help with contact tracing.,['Coronavirus (2019-nCoV)'],[],[],[],[],0
4,nyt://article/24b3f3ef-253c-5331-84b4-567d401d66ee,https://www.nytimes.com/2020/04/06/world/coronavirus-live-news-updates.html,100000007072399,100000007072399,New York Times,2020-04-06,2020-04-08 07:07:35,World,,world,"Coronavirus (2019-nCoV);Hydroxychloroquine (Drug);Tests (Medical);Epidemics;United States Politics and Government;Unemployment;Elizabeth II, Queen of Great Britain;Johnson, Boris;Trump, Donald J;Fauci, Anthony S",,,Article,White House Adviser Warned of Risks of Pandemic; Trump Misleads on Testing,"Britain’s prime minister, Boris Johnson, has been moved to intensive care, and the Supreme Court rejected an extension of Wisconsin’s voting deadline.","['Coronavirus (2019-nCoV)', 'Hydroxychloroquine (Drug)', 'Tests (Medical)', 'Epidemics', 'United States Politics and Government', 'Unemployment']",[],"['Elizabeth II, Queen of Great Britain', 'Johnson, Boris', 'Trump, Donald J', 'Fauci, Anthony S']",[],[],0
5,nyt://article/cee55503-b56c-57cb-9200-8a8f3586a6fb,https://www.nytimes.com/2020/04/06/upshot/coronavirus-four-benchmarks-reopening.html,100000007069853,100000007069853,New York Times,2020-04-06,2020-04-11 12:36:24,The Upshot,,the upshot,Coronavirus (2019-nCoV);Quarantines;Medicine and Health;Epidemics;States (US),,By Aaron E. Carroll,Article,How Will We Know When It’s Time to Reopen the Nation?,"Experts offer four benchmarks that can serve as a guide for cities and states, eliminating some of the guesswork.","['Coronavirus (2019-nCoV)', 'Quarantines', 'Medicine and Health', 'Epidemics', 'States (US)']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'Fifth Avenue in Midtown Manhattan was empty early Saturday morning.', 'copyright': 'Jonah Markowitz for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/06/upshot/06up-virus-reopen-promo/06up-virus-reopen-promo-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/06/upshot/06up-virus-reopen-promo/06up-virus-reopen-promo-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/06/upshot/06up-virus-reopen-promo/06up-virus-reopen-promo-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
6,nyt://article/57c83a0c-7920-50ab-bae0-840ce23c5f4f,https://www.nytimes.com/2020/04/08/us/coronavirus-live-updates.html,100000007076719,100000007076719,New York Times,2020-04-08,2020-04-09 06:25:02,U.S.,,u.s.,Coronavirus (2019-nCoV),,,Article,Studies Show N.Y. Outbreak Originated in Europe,The C.D.C. outlined how essential employees can go back to work even if they have been exposed. Scientists warn that the virus might not fade in warm weather.,['Coronavirus (2019-nCoV)'],[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'A masked Statue of Liberty outside a Brooklyn home on Tuesday.', 'copyright': 'Demetrius Freeman for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/08/world/08virus-nat-briefing-top/08virus-nat-briefing-top-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/08/world/08virus-nat-briefing-top/merlin_171372906_d2d2c722-09a2-4ea2-842a-bc76694a5658-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/08/world/08virus-nat-briefing-top/merlin_171372906_d2d2c722-09a2-4ea2-842a-bc76694a5658-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
7,nyt://article/5102b753-893b-59f4-8665-7fdf4b7f7d10,https://www.nytimes.com/article/coronavirus-homemade-mask-material-DIY-face-mask-ppe.html,100000007071229,100000007071229,New York Times,2020-04-05,2020-04-09 09:05:30,Well,Live,well,Masks;Coronavirus (2019-nCoV);Do It Yourself;Protective Clothing and Gear;Sewing,,By Tara Parker-Pope,Article,What’s the Best Material for a Mask?,"Scientists are testing everyday items to find the best protection from coronavirus. Pillow cases, flannel pajamas and origami vacuum bags are all candidates.","['Masks', 'Coronavirus (2019-nCoV)', 'Do It Yourself', 'Protective Clothing and Gear', 'Sewing']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Samuel Aranda for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/07/well/04well-masks-sewing/04well-masks-sewing-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/07/well/04well-masks-sewing/merlin_171114456_5475c3c0-a60f-4ab5-b7c7-6d2cdfc5e6a1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/07/well/04well-masks-sewing/merlin_171114456_5475c3c0-a60f-4ab5-b7c7-6d2cdfc5e6a1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
8,nyt://article/e5ddd832-0a48-5583-909e-ea716e27332a,https://www.nytimes.com/2020/04/12/business/media/disney-ceo-coronavirus.html,100000007079840,100000007079840,New York Times,2020-04-12,2020-04-13 13:46:32,Business,Media,business,"Coronavirus (2019-nCoV);Media;Chapek, Robert A;Iger, Robert A;Disney Plus;Disney, Walt, World (Lake Buena Vista, Fla);Walt Disney Company;China",,By Ben Smith,Article,"Bob Iger Thought He Was Leaving on Top. Now, He’s Fighting for Disney’s Life.",The former C.E.O. thought he was riding into the sunset. Now he’s reasserting control and reimagining Disney as a company with fewer employees and more thermometers.,"['Coronavirus (2019-nCoV)', 'Media']","['Disney Plus', 'Disney, Walt, World (Lake Buena Vista, Fla)', 'Walt Disney Company']","['Chapek, Robert A', 'Iger, Robert A']",['China'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'The Shanghai Disney Resort on Jan. 25, the day it was closed because of the coronavirus outbreak.', 'copyright': 'Aly Song/Reuters', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/13/business/12SUBJPBENSMITH1-print/12SUBJPBENSMITH1-print-thumbStandard-v2.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/13/business/12SUBJPBENSMITH1-print/12SUBJPBENSMITH1-print-mediumThreeByTwo210-v2.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/13/business/12SUBJPBENSMITH1-print/12SUBJPBENSMITH1-print-mediumThreeByTwo440-v2.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
9,nyt://article/8ec20bb2-2caf-51a1-adc7-8d6074e063c5,https://www.nytimes.com/2020/04/04/world/europe/germany-coronavirus-death-rate.html,100000007067360,100000007067360,New York Times,2020-04-04,2020-04-10 12:17:11,World,Europe,world,"Coronavirus (2019-nCoV);Tests (Medical);Hospitals;Epidemics;Quarantines;Ventilators (Medical);Deaths (Fatalities);Merkel, Angela;Germany",,By Katrin Bennhold,Article,A German Exception? Why the Country’s Coronavirus Death Rate Is Low,"The pandemic has hit Germany hard, with more than 100,000 people infected. But the percentage of fatal cases has been remarkably low compared to those in many neighboring countries.","['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Hospitals', 'Epidemics', 'Quarantines', 'Ventilators (Medical)', 'Deaths (Fatalities)']",[],"['Merkel, Angela']",['Germany'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'In the heart of Berlin, Potsdamer Platz was nearly empty on Saturday, as people heeded orders to stay at home.\xa0', 'copyright': 'Emile Ducke for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/05/world/05germany-deathrate1/merlin_171072987_8e193282-6f10-4a5f-84ce-b2d9c4d2f181-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/05/world/05germany-deathrate1/merlin_171072987_8e193282-6f10-4a5f-84ce-b2d9c4d2f181-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/05/world/05germany-deathrate1/merlin_171072987_8e193282-6f10-4a5f-84ce-b2d9c4d2f181-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
