,uri,url,id,asset_id,source,published_date,updated,section,subsection,nytdsection,adx_keywords,column,byline,type,title,abstract,des_facet,org_facet,per_facet,geo_facet,media,eta_id
0,nyt://article/0c53a478-7276-5fe7-abb7-e9272ed0f06b,https://www.nytimes.com/2020/04/11/us/politics/coronavirus-trump-response.html,100000007082117,100000007082117,New York Times,2020-04-11,2020-04-13 20:30:51,U.S.,Politics,u.s.,"Coronavirus (2019-nCoV);United States Politics and Government;United States Economy;United States International Relations;Presidential Election of 2020;Shutdowns (Institutional);Quarantines;Travel Warnings;Trump, Donald J;Azar, Alex M II;Birx, Deborah L;Fauci, Anthony S;Mnuchin, Steven T;Navarro, Peter;O'Brien, Robert C (1952- );Pence, Mike;Pottinger, Matthew;Redfield, Robert R;Centers for Disease Control and Prevention;National Institutes of Health;National Security Council;Health and Human Services Department;China",,"By Eric Lipton, David E. Sanger, Maggie Haberman, Michael D. Shear, Mark Mazzetti and Julian E. Barnes",Article,He Could Have Seen What Was Coming: Behind Trump’s Failure on the Virus,"An examination reveals the president was warned about the potential for a pandemic but that internal divisions, lack of planning and his faith in his own instincts led to a halting response.","['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'United States Economy', 'United States International Relations', 'Presidential Election of 2020', 'Shutdowns (Institutional)', 'Quarantines', 'Travel Warnings']","['Centers for Disease Control and Prevention', 'National Institutes of Health', 'National Security Council', 'Health and Human Services Department']","['Trump, Donald J', 'Azar, Alex M II', 'Birx, Deborah L', 'Fauci, Anthony S', 'Mnuchin, Steven T', 'Navarro, Peter', ""O'Brien, Robert C (1952- )"", 'Pence, Mike', 'Pottinger, Matthew', 'Redfield, Robert R']",['China'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'President Trump has repeatedly said that no one could have seen the effects of the coronavirus coming.', 'copyright': 'Al Drago for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/05/11/us/politics/11dc-virus-reconstruct-hp/11dc-virus-reconstruct-hp-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/05/11/us/politics/11dc-virus-reconstruct-hp/11dc-virus-reconstruct-hp-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/05/11/us/politics/11dc-virus-reconstruct-hp/11dc-virus-reconstruct-hp-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
1,nyt://article/5102b753-893b-59f4-8665-7fdf4b7f7d10,https://www.nytimes.com/article/coronavirus-homemade-mask-material-DIY-face-mask-ppe.html,100000007071229,100000007071229,New York Times,2020-04-05,2020-04-09 09:05:30,Well,Live,well,Masks;Coronavirus (2019-nCoV);Do It Yourself;Protective Clothing and Gear;Sewing,,By Tara Parker-Pope,Article,What’s the Best Material for a Mask?,"Scientists are testing everyday items to find the best protection from coronavirus. Pillow cases, flannel pajamas and origami vacuum bags are all candidates.","['Masks', 'Coronavirus (2019-nCoV)', 'Do It Yourself', 'Protective Clothing and Gear', 'Sewing']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Samuel Aranda for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/07/well/04well-masks-sewing/04well-masks-sewing-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/07/well/04well-masks-sewing/merlin_171114456_5475c3c0-a60f-4ab5-b7c7-6d2cdfc5e6a1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/07/well/04well-masks-sewing/merlin_171114456_5475c3c0-a60f-4ab5-b7c7-6d2cdfc5e6a1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
2,nyt://article/39fc4c57-7f6e-593c-a024-10d3197770cf,https://www.nytimes.com/2020/04/05/opinion/trump-coronavirus.html,100000007072098,100000007072098,New York Times,2020-04-05,2020-04-10 12:43:55,Opinion,,opinion,"Narcissism;Coronavirus (2019-nCoV);United States Politics and Government;Trump, Donald J",,By Jennifer Senior,Article,This Is What Happens When a Narcissist Runs a Crisis,Trump’s catastrophic performance has as much to do with psychology as ideology.,"['Narcissism', 'Coronavirus (2019-nCoV)', 'United States Politics and Government']",[],"['Trump, Donald J']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'President Trump last year at the White House. His mental health has been questioned since the early days of his administration.', 'copyright': 'Damon Winter/The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05seniorWeb/05seniorWeb-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05seniorWeb/merlin_166167384_5cdc6f36-7fba-4a60-9203-4c841364eff4-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05seniorWeb/merlin_166167384_5cdc6f36-7fba-4a60-9203-4c841364eff4-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
3,nyt://article/786142af-2cee-5af5-8a96-68b0ca86b4e9,https://www.nytimes.com/2020/04/06/opinion/trump-coronavirus-empathy.html,100000007072308,100000007072308,New York Times,2020-04-06,2020-04-10 12:43:54,Opinion,,opinion,"Coronavirus (2019-nCoV);United States Politics and Government;Trump, Donald J",,By Frank Bruni,Article,Has Anyone Found Trump’s Soul? Anyone?,He’s not rising to the challenge of the coronavirus pandemic. He’s shriveling into nothingness.,"['Coronavirus (2019-nCoV)', 'United States Politics and Government']",[],"['Trump, Donald J']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Al Drago for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05bruninew/05bruninew-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05bruninew/05bruninew-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05bruninew/05bruninew-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
4,nyt://article/04f59458-cf21-5e21-b68d-e98db46f5f88,https://www.nytimes.com/2020/04/08/business/coronavirus-jigsaw-puzzles.html,100000007063931,100000007063931,New York Times,2020-04-08,2020-04-11 12:20:01,Business,,business,Puzzles;Coronavirus (2019-nCoV);Quarantines,,By Amie Tsang,Article,Here’s How Those Hot Jigsaw Puzzles Are Made,The coronavirus has sent businesses racing as demand surges past levels seen at Christmas.,"['Puzzles', 'Coronavirus (2019-nCoV)', 'Quarantines']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Joe Lingeman for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/08/business/07virus-jigsaw-puzzle1/00virus-jigsaw-puzzle1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/08/business/07virus-jigsaw-puzzle1/00virus-jigsaw-puzzle1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/08/business/07virus-jigsaw-puzzle1/00virus-jigsaw-puzzle1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
5,nyt://article/852f0dae-2a56-51e6-838b-4b2e76b8a34b,https://www.nytimes.com/2020/04/06/well/live/coronavirus-doctors-hospitals-emergency-care-heart-attack-stroke.html,100000007073373,100000007073373,New York Times,2020-04-06,2020-04-08 16:07:46,Well,Live,well,Coronavirus (2019-nCoV);Telemedicine;Heart;Stroke;Hospitals;Anxiety and Stress;Quarantines;Deaths (Fatalities),,"By Harlan M. Krumholz, M.D.",Article,Where Have All the Heart Attacks Gone?,"Except for treating Covid-19, many hospitals seem to be eerily quiet.","['Coronavirus (2019-nCoV)', 'Telemedicine', 'Heart', 'Stroke', 'Hospitals', 'Anxiety and Stress', 'Quarantines', 'Deaths (Fatalities)']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Stuart Bradford', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/03/11/well/well_doctors_bradford/well_doctors_bradford-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/03/11/well/well_doctors_bradford/well_doctors_bradford-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/03/11/well/well_doctors_bradford/well_doctors_bradford-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
6,nyt://article/31a3b260-6cb9-503b-a3ab-75722c299c8d,https://www.nytimes.com/2020/04/03/dining/pantry-poundcake-coronavirus.html,100000007069755,100000007069755,New York Times,2020-04-03,2020-04-07 13:13:51,Food,,food,Cooking and Cookbooks;Cakes;Coronavirus (2019-nCoV);Quarantines,,By Melissa Clark,Article,Let This One-Bowl Poundcake Soothe You,"Citrus-scented and speckled with cornmeal, this cake is excellent toasted and buttered for breakfast.","['Cooking and Cookbooks', 'Cakes', 'Coronavirus (2019-nCoV)', 'Quarantines']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Melissa Clark', 'approved_for_syndication': 0, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/03/dining/03pantry-blog/03pantry-blog-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/03/dining/03pantry-blog/03pantry-blog-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/03/dining/03pantry-blog/03pantry-blog-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
7,nyt://article/531f6e65-c9aa-5a86-9c00-aa81afb463fa,https://www.nytimes.com/2020/04/09/opinion/coronavirus-inequality-america.html,100000007077348,100000007077348,New York Times,2020-04-09,2020-04-10 13:33:32,Opinion,,opinion,Coronavirus (2019-nCoV);Income Inequality;Race and Ethnicity;Discrimination;Affordable Housing;Labor and Jobs;Education;Health Insurance and Managed Care;United States Economy;United States Politics and Government;Epidemics,,By The Editorial Board,Article,The America We Need,"How to make the nation more just, less fragile — and more free.","['Coronavirus (2019-nCoV)', 'Income Inequality', 'Race and Ethnicity', 'Discrimination', 'Affordable Housing', 'Labor and Jobs', 'Education', 'Health Insurance and Managed Care', 'United States Economy', 'United States Politics and Government', 'Epidemics']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Thomas Dworzak/Magnum photos', 'approved_for_syndication': 0, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/10/opinion/10inequality/10inequality-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/10/opinion/10inequality/10inequality-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/10/opinion/10inequality/10inequality-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
8,nyt://article/c13066ee-7195-5024-b4b6-93c4df0e2d2b,https://www.nytimes.com/2020/04/09/opinion/wisconsin-primary-democracy.html,100000007080028,100000007080028,New York Times,2020-04-09,2020-04-12 23:31:50,Opinion,,opinion,"Politics and Government;United States Politics and Government;Democracy (Theory and Philosophy);Orban, Viktor;Trump, Donald J;Republican Party;Fidesz Party;Hungary;Wisconsin",,By Paul Krugman,Article,American Democracy May Be Dying,Authoritarian rule may be just around the corner.,"['Politics and Government', 'United States Politics and Government', 'Democracy (Theory and Philosophy)']","['Republican Party', 'Fidesz Party']","['Orban, Viktor', 'Trump, Donald J']","['Hungary', 'Wisconsin']","[{'type': 'image', 'subtype': 'photo', 'caption': 'Wisconsin Republican leaders gave citizens a choice on Tuesday: give up their vote or go to the polls and risk their and their neighbors’ health.\xa0', 'copyright': 'Tannen Maury/EPA, via Shutterstock', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/09/opinion/09krugman-2/merlin_171383442_9533c1d8-fad4-455b-addc-0861576e7a1f-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/09/opinion/09krugman-2/merlin_171383442_9533c1d8-fad4-455b-addc-0861576e7a1f-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/09/opinion/09krugman-2/merlin_171383442_9533c1d8-fad4-455b-addc-0861576e7a1f-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
9,nyt://article/67604b05-42b0-52ad-9288-6322b63ffdec,https://www.nytimes.com/2020/04/07/opinion/biden-campaign-covid.html,100000007073916,100000007073916,New York Times,2020-04-07,2020-04-10 12:44:05,Opinion,,opinion,"Presidential Election of 2020;United States Politics and Government;Coronavirus (2019-nCoV);Appointments and Executive Changes;Biden, Joseph R Jr;Trump, Donald J",,By Thomas L. Friedman,Article,What America Needs Next: A Biden National Unity Cabinet,We need a political system that mirrors the best in us.,"['Presidential Election of 2020', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Appointments and Executive Changes']",[],"['Biden, Joseph R Jr', 'Trump, Donald J']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'Joe Biden would take a different approach to governing than President Trump.', 'copyright': 'Hannah Yoon for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/07/opinion/07friedmanWeb/07friedmanWeb-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/07/opinion/07friedmanWeb/07friedmanWeb-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/07/opinion/07friedmanWeb/07friedmanWeb-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
