,uri,url,id,asset_id,source,published_date,updated,section,subsection,nytdsection,adx_keywords,column,byline,type,title,abstract,des_facet,org_facet,per_facet,geo_facet,media,eta_id
0,nyt://article/a6babdf9-9d97-534b-8a71-292c6ba2298f,https://www.nytimes.com/2020/04/08/us/politics/bernie-sanders-drops-out.html,100000007027237,100000007027237,New York Times,2020-04-08,2020-04-09 08:52:52,U.S.,Politics,u.s.,"Primaries and Caucuses;Presidential Election of 2020;United States Politics and Government;Sanders, Bernard;Biden, Joseph R Jr;Democratic Party",,By Sydney Ember,Article,Bernie Sanders Drops Out of 2020 Democratic Race for President,"Mr. Sanders, a democratic socialist making his second run for the White House, withdrew after a series of losses to Joseph R. Biden Jr., who emerges as the presumptive nominee for the general election.","['Primaries and Caucuses', 'Presidential Election of 2020', 'United States Politics and Government']",['Democratic Party'],"['Sanders, Bernard', 'Biden, Joseph R Jr']",[],[],0
1,nyt://article/cee55503-b56c-57cb-9200-8a8f3586a6fb,https://www.nytimes.com/2020/04/06/upshot/coronavirus-four-benchmarks-reopening.html,100000007069853,100000007069853,New York Times,2020-04-06,2020-04-11 12:36:24,The Upshot,,the upshot,Coronavirus (2019-nCoV);Quarantines;Medicine and Health;Epidemics;States (US),,By Aaron E. Carroll,Article,How Will We Know When It’s Time to Reopen the Nation?,"Experts offer four benchmarks that can serve as a guide for cities and states, eliminating some of the guesswork.","['Coronavirus (2019-nCoV)', 'Quarantines', 'Medicine and Health', 'Epidemics', 'States (US)']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'Fifth Avenue in Midtown Manhattan was empty early Saturday morning.', 'copyright': 'Jonah Markowitz for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/06/upshot/06up-virus-reopen-promo/06up-virus-reopen-promo-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/06/upshot/06up-virus-reopen-promo/06up-virus-reopen-promo-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/06/upshot/06up-virus-reopen-promo/06up-virus-reopen-promo-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
2,nyt://article/e5ddd832-0a48-5583-909e-ea716e27332a,https://www.nytimes.com/2020/04/12/business/media/disney-ceo-coronavirus.html,100000007079840,100000007079840,New York Times,2020-04-12,2020-04-13 13:46:32,Business,Media,business,"Coronavirus (2019-nCoV);Media;Chapek, Robert A;Iger, Robert A;Disney Plus;Disney, Walt, World (Lake Buena Vista, Fla);Walt Disney Company;China",,By Ben Smith,Article,"Bob Iger Thought He Was Leaving on Top. Now, He’s Fighting for Disney’s Life.",The former C.E.O. thought he was riding into the sunset. Now he’s reasserting control and reimagining Disney as a company with fewer employees and more thermometers.,"['Coronavirus (2019-nCoV)', 'Media']","['Disney Plus', 'Disney, Walt, World (Lake Buena Vista, Fla)', 'Walt Disney Company']","['Chapek, Robert A', 'Iger, Robert A']",['China'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'The Shanghai Disney Resort on Jan. 25, the day it was closed because of the coronavirus outbreak.', 'copyright': 'Aly Song/Reuters', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/13/business/12SUBJPBENSMITH1-print/12SUBJPBENSMITH1-print-thumbStandard-v2.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/13/business/12SUBJPBENSMITH1-print/12SUBJPBENSMITH1-print-mediumThreeByTwo210-v2.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/13/business/12SUBJPBENSMITH1-print/12SUBJPBENSMITH1-print-mediumThreeByTwo440-v2.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
3,nyt://article/900a3c61-f7c6-59a2-b6cf-7729d97f9fab,https://www.nytimes.com/2020/04/11/opinion/sunday/coronavirus-hospitals-bronx.html,100000007081622,100000007081622,New York Times,2020-04-11,2020-04-12 11:07:36,Opinion,Sunday Review,opinion,"Coronavirus (2019-nCoV);Emergency Medical Treatment;Protective Clothing and Gear;Shortages;Medical Devices;Ventilators (Medical);Epidemics;Deaths (Fatalities);Nursing and Nurses;Montefiore Medical Center;Weiler, Jack D, Hospital (Bronx, NY);Bronx (NYC)",,By Nicholas Kristof,Article,Life and Death in the ‘Hot Zone’,"“If people saw this, they would stay home.” What the war against the coronavirus looks like inside two Bronx hospitals.","['Coronavirus (2019-nCoV)', 'Emergency Medical Treatment', 'Protective Clothing and Gear', 'Shortages', 'Medical Devices', 'Ventilators (Medical)', 'Epidemics', 'Deaths (Fatalities)', 'Nursing and Nurses']","['Montefiore Medical Center', 'Weiler, Jack D, Hospital (Bronx, NY)']",[],['Bronx (NYC)'],[],0
4,nyt://article/0c53a478-7276-5fe7-abb7-e9272ed0f06b,https://www.nytimes.com/2020/04/11/us/politics/coronavirus-trump-response.html,100000007082117,100000007082117,New York Times,2020-04-11,2020-04-13 20:30:51,U.S.,Politics,u.s.,"Coronavirus (2019-nCoV);United States Politics and Government;United States Economy;United States International Relations;Presidential Election of 2020;Shutdowns (Institutional);Quarantines;Travel Warnings;Trump, Donald J;Azar, Alex M II;Birx, Deborah L;Fauci, Anthony S;Mnuchin, Steven T;Navarro, Peter;O'Brien, Robert C (1952- );Pence, Mike;Pottinger, Matthew;Redfield, Robert R;Centers for Disease Control and Prevention;National Institutes of Health;National Security Council;Health and Human Services Department;China",,"By Eric Lipton, David E. Sanger, Maggie Haberman, Michael D. Shear, Mark Mazzetti and Julian E. Barnes",Article,He Could Have Seen What Was Coming: Behind Trump’s Failure on the Virus,"An examination reveals the president was warned about the potential for a pandemic but that internal divisions, lack of planning and his faith in his own instincts led to a halting response.","['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'United States Economy', 'United States International Relations', 'Presidential Election of 2020', 'Shutdowns (Institutional)', 'Quarantines', 'Travel Warnings']","['Centers for Disease Control and Prevention', 'National Institutes of Health', 'National Security Council', 'Health and Human Services Department']","['Trump, Donald J', 'Azar, Alex M II', 'Birx, Deborah L', 'Fauci, Anthony S', 'Mnuchin, Steven T', 'Navarro, Peter', ""O'Brien, Robert C (1952- )"", 'Pence, Mike', 'Pottinger, Matthew', 'Redfield, Robert R']",['China'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'President Trump has repeatedly said that no one could have seen the effects of the coronavirus coming.', 'copyright': 'Al Drago for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/05/11/us/politics/11dc-virus-reconstruct-hp/11dc-virus-reconstruct-hp-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/05/11/us/politics/11dc-virus-reconstruct-hp/11dc-virus-reconstruct-hp-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/05/11/us/politics/11dc-virus-reconstruct-hp/11dc-virus-reconstruct-hp-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
5,nyt://article/8ec20bb2-2caf-51a1-adc7-8d6074e063c5,https://www.nytimes.com/2020/04/04/world/europe/germany-coronavirus-death-rate.html,100000007067360,100000007067360,New York Times,2020-04-04,2020-04-10 12:17:11,World,Europe,world,"Coronavirus (2019-nCoV);Tests (Medical);Hospitals;Epidemics;Quarantines;Ventilators (Medical);Deaths (Fatalities);Merkel, Angela;Germany",,By Katrin Bennhold,Article,A German Exception? Why the Country’s Coronavirus Death Rate Is Low,"The pandemic has hit Germany hard, with more than 100,000 people infected. But the percentage of fatal cases has been remarkably low compared to those in many neighboring countries.","['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Hospitals', 'Epidemics', 'Quarantines', 'Ventilators (Medical)', 'Deaths (Fatalities)']",[],"['Merkel, Angela']",['Germany'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'In the heart of Berlin, Potsdamer Platz was nearly empty on Saturday, as people heeded orders to stay at home.\xa0', 'copyright': 'Emile Ducke for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/05/world/05germany-deathrate1/merlin_171072987_8e193282-6f10-4a5f-84ce-b2d9c4d2f181-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/05/world/05germany-deathrate1/merlin_171072987_8e193282-6f10-4a5f-84ce-b2d9c4d2f181-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/05/world/05germany-deathrate1/merlin_171072987_8e193282-6f10-4a5f-84ce-b2d9c4d2f181-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
6,nyt://article/524707fa-65cd-5d87-922e-8abf32245d1d,https://www.nytimes.com/2020/04/09/us/politics/amish-coronavirus-ohio.html,100000007077273,100000007077273,New York Times,2020-04-09,2020-04-10 12:05:51,U.S.,Politics,u.s.,Amish;Masks;Protective Clothing and Gear;Coronavirus (2019-nCoV);Quarantines;Cleveland Clinic;Ohio;Sugarcreek (Ohio);Holmes County (Ohio),,By Elizabeth Williamson,Article,"In Ohio, the Amish Take On the Coronavirus","A famously traditional community has mobilized to help hospitals with medical supplies, even as it struggles with reconciling its communal way of life with the dictates of social distancing.","['Amish', 'Masks', 'Protective Clothing and Gear', 'Coronavirus (2019-nCoV)', 'Quarantines']",['Cleveland Clinic'],[],"['Ohio', 'Sugarcreek (Ohio)', 'Holmes County (Ohio)']","[{'type': 'image', 'subtype': 'photo', 'caption': 'Workers assembling face shields at Berlin Gardens’ warehouse last week in Millersburg, Ohio.', 'copyright': 'Erin Schaff/The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/08/us/politics/08dc-virus-amish1/merlin_171401421_7bd14fe0-6988-4520-9c7d-acf5ead55b88-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/08/us/politics/08dc-virus-amish1/08dc-virus-amish1-mediumThreeByTwo210-v2.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/08/us/politics/08dc-virus-amish1/08dc-virus-amish1-mediumThreeByTwo440-v2.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
7,nyt://article/852f0dae-2a56-51e6-838b-4b2e76b8a34b,https://www.nytimes.com/2020/04/06/well/live/coronavirus-doctors-hospitals-emergency-care-heart-attack-stroke.html,100000007073373,100000007073373,New York Times,2020-04-06,2020-04-08 16:07:46,Well,Live,well,Coronavirus (2019-nCoV);Telemedicine;Heart;Stroke;Hospitals;Anxiety and Stress;Quarantines;Deaths (Fatalities),,"By Harlan M. Krumholz, M.D.",Article,Where Have All the Heart Attacks Gone?,"Except for treating Covid-19, many hospitals seem to be eerily quiet.","['Coronavirus (2019-nCoV)', 'Telemedicine', 'Heart', 'Stroke', 'Hospitals', 'Anxiety and Stress', 'Quarantines', 'Deaths (Fatalities)']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Stuart Bradford', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/03/11/well/well_doctors_bradford/well_doctors_bradford-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/03/11/well/well_doctors_bradford/well_doctors_bradford-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/03/11/well/well_doctors_bradford/well_doctors_bradford-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
8,nyt://article/9ef432e7-b178-5755-bff5-7969055e22fe,https://www.nytimes.com/2020/04/12/us/politics/trump-fauci-coronavirus.html,100000007084526,100000007084526,New York Times,2020-04-12,2020-04-13 19:50:43,U.S.,Politics,u.s.,"Coronavirus (2019-nCoV);United States Politics and Government;Epidemics;Trump, Donald J;Fauci, Anthony S;National Institute of Allergy and Infectious Diseases",,By Peter Baker,Article,Trump Lashes Out at Fauci Amid Criticism of Slow Virus Response,The president retweeted a post calling for the government’s top infectious disease specialist to be fired after the doctor acknowledged that shutting down the country earlier could have saved lives.,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Epidemics']",['National Institute of Allergy and Infectious Diseases'],"['Trump, Donald J', 'Fauci, Anthony S']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'Dr. Anthony S. Fauci, the federal government’s top infectious disease expert, and President Trump have publicly disagreed on several issues.', 'copyright': 'Anna Moneymaker/The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/14/us/politics/12dc-virus-trump2/12dc-virus-trump2-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/14/us/politics/12dc-virus-trump2/12dc-virus-trump2-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/14/us/politics/12dc-virus-trump2/12dc-virus-trump2-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
9,nyt://article/aa39e237-9a2b-5ced-a61d-952671d19514,https://www.nytimes.com/2020/04/05/style/coronavirus-honeymoon-stranded.html,100000007065951,100000007065951,New York Times,2020-04-05,2020-04-06 16:09:38,Style,,style,Travel and Vacations;Airlines and Airplanes;Travel Warnings;Coronavirus (2019-nCoV);Honeymoons;your-feed-selfcare;Maldives;South Africa,,By David Zweig,Article,They Were the Last Couple in Paradise. Now They’re Stranded.,"They were surrounded by a fleet of staff, who were stranded themselves, trapped in an eternal honeymoon in the Maldives. Their adventure continues.","['Travel and Vacations', 'Airlines and Airplanes', 'Travel Warnings', 'Coronavirus (2019-nCoV)', 'Honeymoons', 'your-feed-selfcare']",[],[],"['Maldives', 'South Africa']","[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': '', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/02/style/03VIRUS-HONEYMOON3/03VIRUS-HONEYMOON3-thumbStandard-v2.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/02/style/03VIRUS-HONEYMOON3/03VIRUS-HONEYMOON3-mediumThreeByTwo210-v2.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/02/style/03VIRUS-HONEYMOON3/03VIRUS-HONEYMOON3-mediumThreeByTwo440-v2.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
